HLS_MSE,HLS_MAE,HLS_R2,Keras_MSE,Keras_MAE,Keras_R2
176.12172829950907,10.750163793563843,0.796000895037887,188.584562605398,11.28407883644104,0.781565384619951
20.38014877684202,3.353557825088501,0.9271076100544413,15.272034076700152,3.0320770740509038,0.9453774810296952
231.02169583113735,11.028470873832703,0.7868560990471678,215.73889187897228,10.443044304847716,0.8009562312453264
56.44787564737628,7.05722618103027,0.9174777122775443,71.40224455035832,7.181995868682861,0.8956156188122609
15.203522132586045,3.6648595333099365,0.9760472788053501,8.011129106780572,2.535860061645508,0.9873786915771458
172.23050957972373,11.350101470947266,0.8021153911016828,149.859271073674,10.347747564315796,0.8278188729826992
49.56517494509535,6.625280380249023,0.8913041738201235,60.88858641319632,6.625525236129761,0.8664720701089328
44.342161926150766,6.181694984436035,0.8916818683216859,28.90568677476506,4.781768083572388,0.9293897759983916
17.563026346608353,3.2215511798858643,0.958953622083032,11.109451626461237,2.676787614822388,0.9740362087426884
23.78631657179085,4.873917579650879,0.9694520759379719,13.519218950688924,3.675134897232056,0.9826377458385738
33.23446269611664,5.764883041381832,0.9077701089479797,28.784402337475058,5.36510705947876,0.9201195964605424
7.7215276247234215,2.765294075012207,0.9602920226975951,3.272266872476393,1.7795896530151367,0.9831723585001928
7.6125666610861344,1.9582774639129639,0.9913560068519311,4.136956400791405,1.9877276420593264,0.9953025274688104
32.82258311338421,4.214771032333374,0.8809052881107743,40.8228008572097,5.046092748641968,0.8518769930506135
39.365280413518576,5.993754863739014,0.814132805932568,33.6493364003436,5.501985549926758,0.8411212196823281
1.430452555899251,0.9971473217010498,0.9964343415118809,3.288390334661017,1.6825666427612305,0.991803099752818
6.609291885784853,2.443676948547365,0.9559988581603764,10.346786145566966,2.4842896461486816,0.9311166139061688
25.31878729399625,4.759120225906372,0.9394594348108958,31.80944732751039,4.796138346195221,0.9239394092142332
9.144666759212214,2.98673677444458,0.9876509684740695,2.021458678804379,1.3086798191070557,0.9972702059451456
30.27179042435239,3.948573350906372,0.9574408554937077,23.772694639815317,3.902222871780396,0.966577941631561
14.619340699387976,3.7231788635253906,0.9653435609395624,9.737160545834854,2.9785258769989014,0.9769172004389672
8.451126573567308,2.8597240447998047,0.9861460330118731,2.339367649336509,1.456429958343506,0.9961650648697692
82.52658433117404,7.551672458648682,0.9095966461398229,71.15832624570623,6.79256796836853,0.922049950330266
40.11598546667756,6.323207855224609,0.9498289753332977,24.188798327985296,4.9023213386535645,0.9697482990021696
36.81611827547428,5.688062191009518,0.9162186190649251,33.136566522565886,5.747136831283569,0.9245920691058576
63.20778308201852,6.106520175933838,0.9316451393191972,72.22775385227408,6.168775320053101,0.9218906626506248
26.381644515722655,4.012511253356934,0.8684768781224901,32.14155039443767,4.0410027503967285,0.8397614277858844
14.608437347956738,3.0750577449798584,0.953863172693671,26.991662765775917,4.1574547290802,0.9147540798462298
2.530091299857764,1.5898871421813983,0.9855389106934241,0.0607286645481508,0.2146463394165039,0.9996528968572996
55.89075691531707,6.6372270584106445,0.7871517717974386,39.77424718038503,5.301244497299194,0.8485281197164182
16.922280649271222,3.3272662162780797,0.9161855074085915,11.572759372527912,3.3312509059906006,0.942681192045313
13.736826395056255,3.5193188190460205,0.9073811049615499,7.407715425774882,2.456440687179565,0.950054372257229
123.8882101511158,10.838006496429443,0.5174877016030393,98.77745398791478,9.615980863571169,0.6152875540346198
8.53373262338667,2.14517974853516,0.9888465987090318,3.8266898733855896,1.9164659976959229,0.9949986003009998
8.39405416257158,2.7140855789184535,0.9870457155509137,7.931005726856824,2.783819913864136,0.987760323895556
13.386850564337832,3.6583817005157506,0.942689544617809,7.906136697234729,2.81162428855896,0.9661530326154958
24.737837305867743,3.8359971046447754,0.9700939834122837,17.00455054130009,3.1553385257720947,0.9794428929147272
2.686340011681866,1.4010717868804936,0.9873271235551064,2.284009773970979,1.3909313678741455,0.9892251265518912
44.87627492637205,6.232792615890503,0.9505017688082029,57.07943223304028,6.279809951782227,0.937041767891764
3.375518421852121,1.8188891410827637,0.9966305608732382,1.0721308361098636,1.0108985900878906,0.9989298000672104
38.68810240852554,5.6267476081848145,0.795069585043322,32.43775305103236,5.045419216156006,0.8281776107079
3.106817586980128,1.5151913166046143,0.9934706493026171,2.8156684899045104,1.603294849395752,0.9940825341355084
44.19371549885909,6.564647674560547,0.8980319740611106,30.032714722038804,5.386943101882935,0.9307056082697736
63.81521243084717,6.085973739624023,0.9172633891136213,80.74939542798575,6.535438060760498,0.8953081709776439
