MSE,MAE,R2
11.37469319125421,3.2949090003967285,0.9868248667973072
0.7624686086678594,0.7254014015197754,0.9972729267213486
48.96240434037398,5.51689875125885,0.954826589669027
8.158461848314005,2.7458784580230713,0.9880729801024755
6.924074045542966,2.2583956718444824,0.9890913162293801
66.43783782074308,5.78095555305481,0.9236661054694149
20.025056279471556,3.939250349998474,0.9560852949877247
2.0667042642372735,1.137782335281372,0.9949514968393599
4.941959853540652,1.893939733505249,0.9884501937311
14.485720643971945,3.7025461196899414,0.9813965019392453
1.8007300338578034,1.255573034286499,0.9950027434968518
1.6094839098751663,1.1257116794586182,0.9917232245135951
17.5726709875471,3.3311052322387695,0.9800464082126076
0.6120933092406631,0.7795095443725586,0.9977790573014464
5.388308667368733,2.102520227432251,0.9745585500153298
0.5796776563539652,0.6913349628448486,0.998555049905551
20.376349139162016,3.4420888423919678,0.8643451304406282
12.618861446106166,3.069131851196289,0.9698266352523361
13.471421285996371,2.688220739364624,0.981808084368709
0.9638628368779791,0.8095583915710449,0.9986449041439606
18.328093219623156,3.7760655879974365,0.9565516353424556
9.749778248522489,2.609098434448242,0.9840171479126749
68.5973012883943,5.979452848434448,0.9248554129255859
25.74288231144783,5.011519432067871,0.9678046851295106
8.007372788633916,2.6153204441070557,0.9817778521658922
0.5722642126365827,0.6720209121704102,0.9993811356984847
0.9296674622455612,0.8420486450195312,0.9953652333208566
1.6830593606287039,1.2379345893859863,0.9946845088753803
5.550216325218685,2.1971776485443115,0.968276965359189
0.2106744199923014,0.45723867416381836,0.9991976906469364
7.6809006185812905,2.488156318664551,0.9619572088813484
0.23595157157171798,0.4121277332305908,0.9984091249890569
5.458507892191051,2.0719497203826904,0.9787405340212244
0.23927733553512098,0.4602491855621338,0.9996872697726967
0.7075094976481751,0.6827242374420166,0.9989081224512665
1.2196007409843332,0.8202071189880371,0.9947787664085479
1.1644320491460576,0.9153811931610107,0.9985922971460092
1.0487228641515003,0.9172484874725342,0.995052623560483
0.7966075568093629,0.8739607334136963,0.999121347191121
23.556913401362294,3.520641565322876,0.9764855125048503
2.8022595580233656,1.230616807937622,0.9851564646935101
6.8655307422487795,2.338127374649048,0.985571261689883
7.015380823846499,2.605447769165039,0.9838134330697849
0.7056695670563613,0.7461493015289307,0.9990850973277388
9.770536740958761,2.4999338388442993,0.9867566575162807
3.2093436771683628,1.7905006408691406,0.9927521359298327
3.7197804064694537,1.7528605461120605,0.974170286507015
3.629706435094704,1.8033523559570312,0.9924506865739284
3.0195366432206185,1.6637426614761353,0.9942120681274907
2.7956372378986316,1.2005207538604736,0.9865428186290125
0.13875475651730085,0.34096336364746094,0.9997764833360667
20.698199229227612,3.333751678466797,0.9449545323981253
16.775218542032235,2.9089183807373047,0.9766514441013534
11.252141630686424,2.9898340702056885,0.9796815761052581
1.380888561719189,1.0891883373260498,0.9978850133343312
4.964189207239542,2.2225341796875,0.9948357416344092
2.8955828253184563,1.701627492904663,0.9954199955134361
3.7548771318420506,1.4723330736160278,0.9955889232614894
0.3875685923558194,0.6041679382324219,0.9994272451282
7.893078756308682,2.1220180988311768,0.990668659846291
0.3570148615440303,0.4366946220397949,0.9995541720426061
13.019393241131638,2.9222817420959473,0.9817313253098084
0.8889713938810928,0.8077893257141113,0.9950733295408307
17.04952472318155,3.8728041648864746,0.9783830110669011
4.713883551194158,2.170106887817383,0.987568897340476
1.094904832316388,0.9952297210693359,0.9982391345917693
6.79831000311799,2.2792446613311768,0.9551079662632901
3.2965032389375892,1.5520217418670654,0.9953118937644493
14.3484538447683,3.2127466201782227,0.9868714784943958
7.345266999895557,2.4520716667175293,0.979438067783858
0.0009290796753020913,0.029035329818725586,0.9999954661263584
4.708856023217123,2.1206458806991577,0.9819713587355865
8.377693882506975,2.7352253198623657,0.9897696050463108
2.455029656210172,1.545903205871582,0.9943011249876991
15.865373395971005,3.8842337131500244,0.9647622485537486
0.1012695357286475,0.26041674613952637,0.9997236145628325
5.197692471494975,1.9593501091003418,0.9712618681357859
4.14713213979951,2.0355231761932373,0.9822275341856492
5.78784318994451,2.364544153213501,0.960907125602273
2.0310206088761333,1.1271324157714844,0.9977821380042576
61.6886926627285,7.033383369445801,0.925098776404135
17.745195851142057,3.7963364124298096,0.9798604243644213
20.900767034096248,4.099478006362915,0.9779836433731123
1.0131473771444917,1.0064952373504639,0.9966622294883165
3.3698257672590444,1.8267159461975098,0.9950501135236228
73.2193648177564,7.1441404819488525,0.9230002942866972
0.4181363423441553,0.46425747871398926,0.9987290528327883
2.213490901987626,1.4870973825454712,0.9938324376022873
4.770804220416835,1.6242320537567139,0.9905613152927858
1.8454523344958034,1.2209477424621582,0.9975460598377214
2.4476976515271645,1.4763319492340088,0.9829478773039207
8.373831882711897,2.7073891162872314,0.9907549128279917
0.6614130349372545,0.7508714199066162,0.9964606880720016
0.017469154316131608,0.1253671646118164,0.9998929201590337
4.046686244718444,1.9187510013580322,0.9707210710715005
19.824803165836897,4.407396078109741,0.922164089356749
3.167311706109217,1.5046288967132568,0.9889449430261712
58.92341726362247,6.256413459777832,0.9216550644708574
32.6446202039416,4.400789976119995,0.9550405035570053
11.414594787642386,3.2325398921966553,0.9638366308749705
19.3529958992699,4.006597995758057,0.9432917410031275
7.162651171668699,2.303448438644409,0.9477255018001142
11.854221477160536,2.70778751373291,0.9822741431072323
4.499609476724828,1.789474606513977,0.9955969977371699
0.2490556334669236,0.3947563171386719,0.9997489964385116
6.001149994144754,2.425899624824524,0.9881479035276837
2.2162014700775217,1.4256033897399902,0.988956763312394
3.285091632731678,1.7697675228118896,0.9930521733701589
3.139890619617404,1.7574670314788818,0.981100344506545
1.99635689181207,1.4014527797698975,0.9885974016123367
14.752505493241301,3.6080071926116943,0.9667067821549886
14.817625739847358,3.7984683513641357,0.9716715449807574
11.753642585375133,2.7593109607696533,0.9775846102484128
1.5515630565743095,1.2387173175811768,0.9982272759545586
10.064804797591137,2.846163034439087,0.9408435955058045
6.116393808340945,2.409933090209961,0.9857844454869908
0.5714976573691501,0.7339670658111572,0.999123864783089
1.3726296211880538,0.9725171327590942,0.99654528792645
1.9959736833972102,1.3808228969573975,0.9938102373780738
9.198643437126634,2.9795854091644287,0.963365613125214
1.813874712829147,1.32863187789917,0.990236872774221
1.9884215905130986,1.1416044235229492,0.9932930560535457
4.892233543498605,1.6510443687438965,0.990710204238934
0.22953595843785024,0.37444615364074707,0.9987505019700859
1.6763100563758826,1.2937266826629639,0.9953864597714728
48.18793076775364,6.133893013000488,0.9365617608617084
0.16043374601224514,0.3541586399078369,0.9996617584132205
3.7322039968622676,1.9170987606048584,0.9889839905481125
1.1829429509543843,1.0806398391723633,0.9971326201607001
0.9376437983246433,0.9316644668579102,0.9983794944074799
8.737044032396739,2.9558308124542236,0.9901652537016533
6.500806200184144,2.5411630868911743,0.9924561797522604
0.38616075036145503,0.6138083934783936,0.9991258235078221
0.259940673257006,0.4629964828491211,0.9993850245264005
98.62708169212513,7.768264889717102,0.9097687011328564
0.09678198946539851,0.28174638748168945,0.9996398924643038
151.40158182341395,9.30285382270813,0.8463752670520994
0.31050489067683884,0.47344255447387695,0.9982756905937177
4.2339921693437645,1.8757009506225586,0.9811763944926704
1.3976288364593756,1.0262854099273682,0.9976853972194425
12.590050941899904,2.865079164505005,0.9715649050521298
1.5721406896705048,1.224503993988037,0.9956917581367242
13.709197086553218,3.6177923679351807,0.9842789238010323
23.129118238330193,4.093937873840332,0.9648927321028891
0.12235045273257583,0.29908251762390137,0.9998078276110204
3.8202477452255152,1.8568329811096191,0.9885134197585088
18.74162851381743,4.204043865203857,0.9463101088051756
15.972507582781077,3.0821683406829834,0.9775683416135104
2.8989675750545985,1.7023179531097412,0.9859640482231559
21.583400296956825,3.557588577270508,0.975967258744044
9.523557486265531,3.007873296737671,0.9860534828564456
1.3399009578198502,0.8998401165008545,0.9976763905059092
4.249661119679445,2.031543016433716,0.9833552594630717
2.8092725239031324,1.3657753467559814,0.9909591199584099
7.759759101402324,2.785153865814209,0.9875426875566518
5.3363000424234315,1.876474142074585,0.994584229342554
0.22011699597271672,0.46907877922058105,0.9995638033938123
38.04081937328192,5.511693000793457,0.9001082089461152
12.333249404429921,3.3484418392181396,0.9802221165428247
2.7511664546337897,1.5876758098602295,0.9884210035443572
17.810265682741374,3.6317873001098633,0.9767173872957747
0.6513422371808701,0.6948957443237305,0.9990997208804047
0.04676346038468182,0.206329345703125,0.99977035561978
9.16744997484966,2.6797285079956055,0.968329612259104
4.504356539015589,2.0871548652648926,0.9753019944303862
7.942734504064106,2.800405740737915,0.9768915517463358
47.45773522466163,5.437879800796509,0.9406094522565791
15.359588307714148,2.8159351348876953,0.9664604051995926
23.789442943419203,4.747105836868286,0.960794390652965
1.3956203150784177,0.8849537372589111,0.997856005714431
11.00734933392414,3.196200370788574,0.973942979204951
10.985654964591305,2.912390112876892,0.9752040798118529
1.9785852607619745,1.3915586471557617,0.9932630571288461
2.449541410704228,1.4008004665374756,0.9855269528936005
46.286155873786015,5.7091615200042725,0.8580871116599389
5.828827522579132,2.231169581413269,0.9852236911084471
5.325444638609156,1.975818395614624,0.9937130761721884
8.430814143784232,2.697303533554077,0.9312539052942469
63.4393795193547,6.741297483444214,0.9194929762995178
12.08289418002505,2.559908390045166,0.9834278510884963
24.89610382315834,4.153172254562378,0.9738276595804278
2.816544863236345,1.658900499343872,0.9872301041667869
14.68962332458807,3.730863332748413,0.9713767769704287
0.06081820296378737,0.17775273323059082,0.9997370719043306
2.130378138088872,1.3247990608215332,0.9957738388600571
8.128493351901056,2.335789442062378,0.9882009915108594
1.119875397636065,1.0071842670440674,0.998488045519858
0.7859285029558123,0.8675150871276855,0.9980869475733198
43.10375375304204,5.25031590461731,0.9459143627407879
0.9564167617892281,0.7191627025604248,0.9987875405067034
5.471380343130022,1.9216609001159668,0.992414234465271
15.807818770983886,2.9232726097106934,0.9724585526280195
7.349561862575229,2.7063279151916504,0.9818997590206086
